run_id,method,dimension,dataset_id,heldout_batch,seed,metric,population,value,status,reason,implementation,comparison_eligible,n_labels_tested
historical__solar_orthogonal_uniq__d128__immune_cell_human__Oetjen_A__s42,solar_orthogonal_uniq,128,immune_cell_human,Oetjen_A,42,macro_f1,query,0.8514868401149696,computed,"Full-reference distance-weighted 15NN, Minkowski p=2; labels=unique(query truth); zero_division=0",,True,
historical__solar_orthogonal_uniq__d128__immune_cell_human__Oetjen_A__s42,solar_orthogonal_uniq,128,immune_cell_human,Oetjen_A,42,balanced_accuracy,query,0.8794798489527216,computed,"Mean recall over query true classes, including classes absent from reference",,True,
historical__solar_orthogonal_uniq__d128__immune_cell_human__Oetjen_A__s42,solar_orthogonal_uniq,128,immune_cell_human,Oetjen_A,42,trustworthiness,reference,0.9393929210120276,computed,"Cached full-source PCA50; Euclidean k15; frozen shared IDs, seed40, maximum6000",,True,
historical__solar_orthogonal_uniq__d128__immune_cell_human__Oetjen_A__s42,solar_orthogonal_uniq,128,immune_cell_human,Oetjen_A,42,pseudotime_smoothness,reference,0.8106100803457285,computed,Original NaN-excluded annotated-cell population (2032/30920 cells); biovalid_ref_query_joint.pseudotime_smoothness k15; original first-neighbor removal,,True,
historical__solar_orthogonal_uniq__d128__immune_cell_human__Oetjen_A__s42,solar_orthogonal_uniq,128,immune_cell_human,Oetjen_A,42,trustworthiness,query,0.9611540959519012,computed,"Cached full-source PCA50; Euclidean k15; frozen shared IDs, seed40, maximum6000",,True,
historical__solar_orthogonal_uniq__d128__immune_cell_human__Oetjen_A__s42,solar_orthogonal_uniq,128,immune_cell_human,Oetjen_A,42,pseudotime_smoothness,query,0.9558365101077202,computed,Original NaN-excluded annotated-cell population (597/2586 cells); biovalid_ref_query_joint.pseudotime_smoothness k15; original first-neighbor removal,,True,
historical__solar_orthogonal_uniq__d128__immune_cell_human__Oetjen_A__s42,solar_orthogonal_uniq,128,immune_cell_human,Oetjen_A,42,trustworthiness,joint,0.9379380551372856,computed,"Cached full-source PCA50; Euclidean k15; frozen shared IDs, seed40, maximum6000",,True,
historical__solar_orthogonal_uniq__d128__immune_cell_human__Oetjen_A__s42,solar_orthogonal_uniq,128,immune_cell_human,Oetjen_A,42,pseudotime_smoothness,joint,0.8721668492876841,computed,Original NaN-excluded annotated-cell population (2629/33506 cells); biovalid_ref_query_joint.pseudotime_smoothness k15; original first-neighbor removal,,True,
historical__solar_orthogonal_uniq__d128__immune_cell_human__Oetjen_A__s42,solar_orthogonal_uniq,128,immune_cell_human,Oetjen_A,42,within_label_silhouette__study,reference,0.027783366917755,computed,"Original within_label_silhouette helper; cell-count weighting; labels_tested=12; shared original seed0 per-label cap8000; raw covariate association, not uniformly higher-is-better",scripts/biovalid_ref_query_joint.py::within_label_silhouette,True,12.0
historical__solar_orthogonal_uniq__d128__immune_cell_human__Oetjen_A__s42,solar_orthogonal_uniq,128,immune_cell_human,Oetjen_A,42,within_label_silhouette__sample_ID,reference,0.027783366917755,computed,"Original within_label_silhouette helper; cell-count weighting; labels_tested=12; shared original seed0 per-label cap8000; raw covariate association, not uniformly higher-is-better",scripts/biovalid_ref_query_joint.py::within_label_silhouette,True,12.0
historical__solar_orthogonal_uniq__d128__immune_cell_human__Oetjen_A__s42,solar_orthogonal_uniq,128,immune_cell_human,Oetjen_A,42,within_label_silhouette__donor,reference,,not_applicable,Historical donor panel is defined only for lung_atlas,,True,
historical__solar_orthogonal_uniq__d128__immune_cell_human__Oetjen_A__s42,solar_orthogonal_uniq,128,immune_cell_human,Oetjen_A,42,within_label_silhouette__patientGroup,reference,,not_applicable,Historical patientGroup panel is defined only for lung_atlas,,True,
historical__solar_orthogonal_uniq__d128__immune_cell_human__Oetjen_A__s42,solar_orthogonal_uniq,128,immune_cell_human,Oetjen_A,42,within_label_silhouette__study,query,,not_applicable,No cell type has at least 10 cells and a mathematically valid multi-group silhouette,scripts/biovalid_ref_query_joint.py::within_label_silhouette,True,0.0
historical__solar_orthogonal_uniq__d128__immune_cell_human__Oetjen_A__s42,solar_orthogonal_uniq,128,immune_cell_human,Oetjen_A,42,within_label_silhouette__sample_ID,query,,not_applicable,No cell type has at least 10 cells and a mathematically valid multi-group silhouette,scripts/biovalid_ref_query_joint.py::within_label_silhouette,True,0.0
historical__solar_orthogonal_uniq__d128__immune_cell_human__Oetjen_A__s42,solar_orthogonal_uniq,128,immune_cell_human,Oetjen_A,42,within_label_silhouette__donor,query,,not_applicable,Historical donor panel is defined only for lung_atlas,,True,
historical__solar_orthogonal_uniq__d128__immune_cell_human__Oetjen_A__s42,solar_orthogonal_uniq,128,immune_cell_human,Oetjen_A,42,within_label_silhouette__patientGroup,query,,not_applicable,Historical patientGroup panel is defined only for lung_atlas,,True,
historical__solar_orthogonal_uniq__d128__immune_cell_human__Oetjen_A__s42,solar_orthogonal_uniq,128,immune_cell_human,Oetjen_A,42,within_label_silhouette__study,joint,0.0160710497294372,computed,"Original within_label_silhouette helper; cell-count weighting; labels_tested=12; shared original seed0 per-label cap8000; raw covariate association, not uniformly higher-is-better",scripts/biovalid_ref_query_joint.py::within_label_silhouette,True,12.0
historical__solar_orthogonal_uniq__d128__immune_cell_human__Oetjen_A__s42,solar_orthogonal_uniq,128,immune_cell_human,Oetjen_A,42,within_label_silhouette__sample_ID,joint,0.0160710497294372,computed,"Original within_label_silhouette helper; cell-count weighting; labels_tested=12; shared original seed0 per-label cap8000; raw covariate association, not uniformly higher-is-better",scripts/biovalid_ref_query_joint.py::within_label_silhouette,True,12.0
historical__solar_orthogonal_uniq__d128__immune_cell_human__Oetjen_A__s42,solar_orthogonal_uniq,128,immune_cell_human,Oetjen_A,42,within_label_silhouette__donor,joint,,not_applicable,Historical donor panel is defined only for lung_atlas,,True,
historical__solar_orthogonal_uniq__d128__immune_cell_human__Oetjen_A__s42,solar_orthogonal_uniq,128,immune_cell_human,Oetjen_A,42,within_label_silhouette__patientGroup,joint,,not_applicable,Historical patientGroup panel is defined only for lung_atlas,,True,
historical__solar_orthogonal_uniq__d128__immune_cell_human__Oetjen_A__s42,solar_orthogonal_uniq,128,immune_cell_human,Oetjen_A,42,PCR_batch,joint,0.7088193920936292,computed,Computed by the locked scIB paper backend.,scIB 0.2.0 pcr_comparison with source-invariant pcr_before cache,True,
historical__solar_orthogonal_uniq__d128__immune_cell_human__Oetjen_A__s42,solar_orthogonal_uniq,128,immune_cell_human,Oetjen_A,42,ASW_label/batch,joint,0.8634856740512487,computed,Computed by the locked scIB paper backend.,scIB 0.2.0 silhouette_batch then mean over labels,True,
historical__solar_orthogonal_uniq__d128__immune_cell_human__Oetjen_A__s42,solar_orthogonal_uniq,128,immune_cell_human,Oetjen_A,42,batchASW,joint,0.8634856740512487,computed,Computed by the locked scIB paper backend.,scIB 0.2.0 silhouette_batch then mean over labels,True,
historical__solar_orthogonal_uniq__d128__immune_cell_human__Oetjen_A__s42,solar_orthogonal_uniq,128,immune_cell_human,Oetjen_A,42,iLISI,joint,1.081976377900883,computed,Computed by the locked scIB paper backend.,scIB 0.2.0 graph LISI,True,
historical__solar_orthogonal_uniq__d128__immune_cell_human__Oetjen_A__s42,solar_orthogonal_uniq,128,immune_cell_human,Oetjen_A,42,graph_conn,joint,0.9907076220906774,computed,Computed by the locked scIB paper backend.,scIB 0.2.0 graph_connectivity,True,
historical__solar_orthogonal_uniq__d128__immune_cell_human__Oetjen_A__s42,solar_orthogonal_uniq,128,immune_cell_human,Oetjen_A,42,kBET,joint,0.021469750755179,computed,Computed by the locked scIB paper backend.,scIB 0.2.0 kBET: 1 - mean(per-label R average.pval),True,
historical__solar_orthogonal_uniq__d128__immune_cell_human__Oetjen_A__s42,solar_orthogonal_uniq,128,immune_cell_human,Oetjen_A,42,NMI_cluster/label,joint,0.7436312762087223,computed,Computed by the locked scIB paper backend.,scIB 0.2.0 opt_louvain + nmi(arithmetic),True,
historical__solar_orthogonal_uniq__d128__immune_cell_human__Oetjen_A__s42,solar_orthogonal_uniq,128,immune_cell_human,Oetjen_A,42,ARI_cluster/label,joint,0.3599036484868554,computed,Computed by the locked scIB paper backend.,scIB 0.2.0 opt_louvain + ari,True,
historical__solar_orthogonal_uniq__d128__immune_cell_human__Oetjen_A__s42,solar_orthogonal_uniq,128,immune_cell_human,Oetjen_A,42,ASW_label,joint,0.8265595138072968,computed,Computed by the locked scIB paper backend.,scIB 0.2.0 silhouette,True,
historical__solar_orthogonal_uniq__d128__immune_cell_human__Oetjen_A__s42,solar_orthogonal_uniq,128,immune_cell_human,Oetjen_A,42,labelASW,joint,0.8265595138072968,computed,Computed by the locked scIB paper backend.,scIB 0.2.0 silhouette,True,
historical__solar_orthogonal_uniq__d128__immune_cell_human__Oetjen_A__s42,solar_orthogonal_uniq,128,immune_cell_human,Oetjen_A,42,isolated_label_F1,joint,0.8981127072268401,computed,Computed by the locked scIB paper backend.,scIB 0.2.0 isolated_labels(cluster=True),True,
historical__solar_orthogonal_uniq__d128__immune_cell_human__Oetjen_A__s42,solar_orthogonal_uniq,128,immune_cell_human,Oetjen_A,42,isolated_label_silhouette,joint,0.493098936509341,computed,Computed by the locked scIB paper backend.,scIB 0.2.0 isolated_labels(cluster=False; binary label-vs-rest ASW),True,
historical__solar_orthogonal_uniq__d128__immune_cell_human__Oetjen_A__s42,solar_orthogonal_uniq,128,immune_cell_human,Oetjen_A,42,cLISI,joint,0.9999999999999998,computed,Computed by the locked scIB paper backend.,scIB 0.2.0 graph LISI,True,
historical__solar_orthogonal_uniq__d128__immune_cell_human__Oetjen_A__s42,solar_orthogonal_uniq,128,immune_cell_human,Oetjen_A,42,hvg_overlap,joint,,not_applicable,The official scIB pipeline disables HVG overlap for embedding outputs.,official scIB applicability rules,True,
historical__solar_orthogonal_uniq__d128__immune_cell_human__Oetjen_A__s42,solar_orthogonal_uniq,128,immune_cell_human,Oetjen_A,42,cell_cycle_conservation,joint,0.6163692241683302,computed,Computed by the locked scIB paper backend.,scIB 0.2.0 cell_cycle with source-invariant score cache,True,
historical__solar_orthogonal_uniq__d128__immune_cell_human__Oetjen_A__s42,solar_orthogonal_uniq,128,immune_cell_human,Oetjen_A,42,trajectory,joint,0.3492652187150633,computed,Computed by the locked scIB paper backend.,scIB 0.2.0 trajectory_conservation,True,
historical__solar_orthogonal_uniq__d128__immune_cell_human__Oetjen_A__s43,solar_orthogonal_uniq,128,immune_cell_human,Oetjen_A,43,macro_f1,query,0.8540288529109851,computed,"Full-reference distance-weighted 15NN, Minkowski p=2; labels=unique(query truth); zero_division=0",,True,
historical__solar_orthogonal_uniq__d128__immune_cell_human__Oetjen_A__s43,solar_orthogonal_uniq,128,immune_cell_human,Oetjen_A,43,balanced_accuracy,query,0.8796464986265662,computed,"Mean recall over query true classes, including classes absent from reference",,True,
historical__solar_orthogonal_uniq__d128__immune_cell_human__Oetjen_A__s43,solar_orthogonal_uniq,128,immune_cell_human,Oetjen_A,43,trustworthiness,reference,0.9408735337311546,computed,"Cached full-source PCA50; Euclidean k15; frozen shared IDs, seed40, maximum6000",,True,
historical__solar_orthogonal_uniq__d128__immune_cell_human__Oetjen_A__s43,solar_orthogonal_uniq,128,immune_cell_human,Oetjen_A,43,pseudotime_smoothness,reference,0.8028275923640985,computed,Original NaN-excluded annotated-cell population (2032/30920 cells); biovalid_ref_query_joint.pseudotime_smoothness k15; original first-neighbor removal,,True,
historical__solar_orthogonal_uniq__d128__immune_cell_human__Oetjen_A__s43,solar_orthogonal_uniq,128,immune_cell_human,Oetjen_A,43,trustworthiness,query,0.959877516086751,computed,"Cached full-source PCA50; Euclidean k15; frozen shared IDs, seed40, maximum6000",,True,
historical__solar_orthogonal_uniq__d128__immune_cell_human__Oetjen_A__s43,solar_orthogonal_uniq,128,immune_cell_human,Oetjen_A,43,pseudotime_smoothness,query,0.9519094992368862,computed,Original NaN-excluded annotated-cell population (597/2586 cells); biovalid_ref_query_joint.pseudotime_smoothness k15; original first-neighbor removal,,True,
historical__solar_orthogonal_uniq__d128__immune_cell_human__Oetjen_A__s43,solar_orthogonal_uniq,128,immune_cell_human,Oetjen_A,43,trustworthiness,joint,0.9389991671778856,computed,"Cached full-source PCA50; Euclidean k15; frozen shared IDs, seed40, maximum6000",,True,
historical__solar_orthogonal_uniq__d128__immune_cell_human__Oetjen_A__s43,solar_orthogonal_uniq,128,immune_cell_human,Oetjen_A,43,pseudotime_smoothness,joint,0.8674378761200957,computed,Original NaN-excluded annotated-cell population (2629/33506 cells); biovalid_ref_query_joint.pseudotime_smoothness k15; original first-neighbor removal,,True,
historical__solar_orthogonal_uniq__d128__immune_cell_human__Oetjen_A__s43,solar_orthogonal_uniq,128,immune_cell_human,Oetjen_A,43,within_label_silhouette__study,reference,0.0376011674407208,computed,"Original within_label_silhouette helper; cell-count weighting; labels_tested=12; shared original seed0 per-label cap8000; raw covariate association, not uniformly higher-is-better",scripts/biovalid_ref_query_joint.py::within_label_silhouette,True,12.0
historical__solar_orthogonal_uniq__d128__immune_cell_human__Oetjen_A__s43,solar_orthogonal_uniq,128,immune_cell_human,Oetjen_A,43,within_label_silhouette__sample_ID,reference,0.0376011674407208,computed,"Original within_label_silhouette helper; cell-count weighting; labels_tested=12; shared original seed0 per-label cap8000; raw covariate association, not uniformly higher-is-better",scripts/biovalid_ref_query_joint.py::within_label_silhouette,True,12.0
historical__solar_orthogonal_uniq__d128__immune_cell_human__Oetjen_A__s43,solar_orthogonal_uniq,128,immune_cell_human,Oetjen_A,43,within_label_silhouette__donor,reference,,not_applicable,Historical donor panel is defined only for lung_atlas,,True,
historical__solar_orthogonal_uniq__d128__immune_cell_human__Oetjen_A__s43,solar_orthogonal_uniq,128,immune_cell_human,Oetjen_A,43,within_label_silhouette__patientGroup,reference,,not_applicable,Historical patientGroup panel is defined only for lung_atlas,,True,
historical__solar_orthogonal_uniq__d128__immune_cell_human__Oetjen_A__s43,solar_orthogonal_uniq,128,immune_cell_human,Oetjen_A,43,within_label_silhouette__study,query,,not_applicable,No cell type has at least 10 cells and a mathematically valid multi-group silhouette,scripts/biovalid_ref_query_joint.py::within_label_silhouette,True,0.0
historical__solar_orthogonal_uniq__d128__immune_cell_human__Oetjen_A__s43,solar_orthogonal_uniq,128,immune_cell_human,Oetjen_A,43,within_label_silhouette__sample_ID,query,,not_applicable,No cell type has at least 10 cells and a mathematically valid multi-group silhouette,scripts/biovalid_ref_query_joint.py::within_label_silhouette,True,0.0
historical__solar_orthogonal_uniq__d128__immune_cell_human__Oetjen_A__s43,solar_orthogonal_uniq,128,immune_cell_human,Oetjen_A,43,within_label_silhouette__donor,query,,not_applicable,Historical donor panel is defined only for lung_atlas,,True,
historical__solar_orthogonal_uniq__d128__immune_cell_human__Oetjen_A__s43,solar_orthogonal_uniq,128,immune_cell_human,Oetjen_A,43,within_label_silhouette__patientGroup,query,,not_applicable,Historical patientGroup panel is defined only for lung_atlas,,True,
historical__solar_orthogonal_uniq__d128__immune_cell_human__Oetjen_A__s43,solar_orthogonal_uniq,128,immune_cell_human,Oetjen_A,43,within_label_silhouette__study,joint,0.0255108300838696,computed,"Original within_label_silhouette helper; cell-count weighting; labels_tested=12; shared original seed0 per-label cap8000; raw covariate association, not uniformly higher-is-better",scripts/biovalid_ref_query_joint.py::within_label_silhouette,True,12.0
historical__solar_orthogonal_uniq__d128__immune_cell_human__Oetjen_A__s43,solar_orthogonal_uniq,128,immune_cell_human,Oetjen_A,43,within_label_silhouette__sample_ID,joint,0.0255108300838696,computed,"Original within_label_silhouette helper; cell-count weighting; labels_tested=12; shared original seed0 per-label cap8000; raw covariate association, not uniformly higher-is-better",scripts/biovalid_ref_query_joint.py::within_label_silhouette,True,12.0
historical__solar_orthogonal_uniq__d128__immune_cell_human__Oetjen_A__s43,solar_orthogonal_uniq,128,immune_cell_human,Oetjen_A,43,within_label_silhouette__donor,joint,,not_applicable,Historical donor panel is defined only for lung_atlas,,True,
historical__solar_orthogonal_uniq__d128__immune_cell_human__Oetjen_A__s43,solar_orthogonal_uniq,128,immune_cell_human,Oetjen_A,43,within_label_silhouette__patientGroup,joint,,not_applicable,Historical patientGroup panel is defined only for lung_atlas,,True,
historical__solar_orthogonal_uniq__d128__immune_cell_human__Oetjen_A__s43,solar_orthogonal_uniq,128,immune_cell_human,Oetjen_A,43,PCR_batch,joint,0.7275890560265862,computed,Computed by the locked scIB paper backend.,scIB 0.2.0 pcr_comparison with source-invariant pcr_before cache,True,
historical__solar_orthogonal_uniq__d128__immune_cell_human__Oetjen_A__s43,solar_orthogonal_uniq,128,immune_cell_human,Oetjen_A,43,ASW_label/batch,joint,0.8666623465907024,computed,Computed by the locked scIB paper backend.,scIB 0.2.0 silhouette_batch then mean over labels,True,
historical__solar_orthogonal_uniq__d128__immune_cell_human__Oetjen_A__s43,solar_orthogonal_uniq,128,immune_cell_human,Oetjen_A,43,batchASW,joint,0.8666623465907024,computed,Computed by the locked scIB paper backend.,scIB 0.2.0 silhouette_batch then mean over labels,True,
historical__solar_orthogonal_uniq__d128__immune_cell_human__Oetjen_A__s43,solar_orthogonal_uniq,128,immune_cell_human,Oetjen_A,43,iLISI,joint,1.0924616205787752,computed,Computed by the locked scIB paper backend.,scIB 0.2.0 graph LISI,True,
historical__solar_orthogonal_uniq__d128__immune_cell_human__Oetjen_A__s43,solar_orthogonal_uniq,128,immune_cell_human,Oetjen_A,43,graph_conn,joint,0.9912717570852764,computed,Computed by the locked scIB paper backend.,scIB 0.2.0 graph_connectivity,True,
historical__solar_orthogonal_uniq__d128__immune_cell_human__Oetjen_A__s43,solar_orthogonal_uniq,128,immune_cell_human,Oetjen_A,43,kBET,joint,0.0243585232375777,computed,Computed by the locked scIB paper backend.,scIB 0.2.0 kBET: 1 - mean(per-label R average.pval),True,
historical__solar_orthogonal_uniq__d128__immune_cell_human__Oetjen_A__s43,solar_orthogonal_uniq,128,immune_cell_human,Oetjen_A,43,NMI_cluster/label,joint,0.7490008361506602,computed,Computed by the locked scIB paper backend.,scIB 0.2.0 opt_louvain + nmi(arithmetic),True,
historical__solar_orthogonal_uniq__d128__immune_cell_human__Oetjen_A__s43,solar_orthogonal_uniq,128,immune_cell_human,Oetjen_A,43,ARI_cluster/label,joint,0.3670392272774995,computed,Computed by the locked scIB paper backend.,scIB 0.2.0 opt_louvain + ari,True,
historical__solar_orthogonal_uniq__d128__immune_cell_human__Oetjen_A__s43,solar_orthogonal_uniq,128,immune_cell_human,Oetjen_A,43,ASW_label,joint,0.8278455138206482,computed,Computed by the locked scIB paper backend.,scIB 0.2.0 silhouette,True,
historical__solar_orthogonal_uniq__d128__immune_cell_human__Oetjen_A__s43,solar_orthogonal_uniq,128,immune_cell_human,Oetjen_A,43,labelASW,joint,0.8278455138206482,computed,Computed by the locked scIB paper backend.,scIB 0.2.0 silhouette,True,
historical__solar_orthogonal_uniq__d128__immune_cell_human__Oetjen_A__s43,solar_orthogonal_uniq,128,immune_cell_human,Oetjen_A,43,isolated_label_F1,joint,0.8863951619385633,computed,Computed by the locked scIB paper backend.,scIB 0.2.0 isolated_labels(cluster=True),True,
historical__solar_orthogonal_uniq__d128__immune_cell_human__Oetjen_A__s43,solar_orthogonal_uniq,128,immune_cell_human,Oetjen_A,43,isolated_label_silhouette,joint,0.493098936509341,computed,Computed by the locked scIB paper backend.,scIB 0.2.0 isolated_labels(cluster=False; binary label-vs-rest ASW),True,
historical__solar_orthogonal_uniq__d128__immune_cell_human__Oetjen_A__s43,solar_orthogonal_uniq,128,immune_cell_human,Oetjen_A,43,cLISI,joint,0.9999999999999998,computed,Computed by the locked scIB paper backend.,scIB 0.2.0 graph LISI,True,
historical__solar_orthogonal_uniq__d128__immune_cell_human__Oetjen_A__s43,solar_orthogonal_uniq,128,immune_cell_human,Oetjen_A,43,hvg_overlap,joint,,not_applicable,The official scIB pipeline disables HVG overlap for embedding outputs.,official scIB applicability rules,True,
historical__solar_orthogonal_uniq__d128__immune_cell_human__Oetjen_A__s43,solar_orthogonal_uniq,128,immune_cell_human,Oetjen_A,43,cell_cycle_conservation,joint,0.6176395597326374,computed,Computed by the locked scIB paper backend.,scIB 0.2.0 cell_cycle with source-invariant score cache,True,
historical__solar_orthogonal_uniq__d128__immune_cell_human__Oetjen_A__s43,solar_orthogonal_uniq,128,immune_cell_human,Oetjen_A,43,trajectory,joint,0.8460986666354913,computed,Computed by the locked scIB paper backend.,scIB 0.2.0 trajectory_conservation,True,
historical__solar_orthogonal_uniq__d128__immune_cell_human__Oetjen_A__s44,solar_orthogonal_uniq,128,immune_cell_human,Oetjen_A,44,macro_f1,query,0.8434558764039819,computed,"Full-reference distance-weighted 15NN, Minkowski p=2; labels=unique(query truth); zero_division=0",,True,
historical__solar_orthogonal_uniq__d128__immune_cell_human__Oetjen_A__s44,solar_orthogonal_uniq,128,immune_cell_human,Oetjen_A,44,balanced_accuracy,query,0.869132473835915,computed,"Mean recall over query true classes, including classes absent from reference",,True,
historical__solar_orthogonal_uniq__d128__immune_cell_human__Oetjen_A__s44,solar_orthogonal_uniq,128,immune_cell_human,Oetjen_A,44,trustworthiness,reference,0.9408262636402506,computed,"Cached full-source PCA50; Euclidean k15; frozen shared IDs, seed40, maximum6000",,True,
historical__solar_orthogonal_uniq__d128__immune_cell_human__Oetjen_A__s44,solar_orthogonal_uniq,128,immune_cell_human,Oetjen_A,44,pseudotime_smoothness,reference,0.815275455890297,computed,Original NaN-excluded annotated-cell population (2032/30920 cells); biovalid_ref_query_joint.pseudotime_smoothness k15; original first-neighbor removal,,True,
historical__solar_orthogonal_uniq__d128__immune_cell_human__Oetjen_A__s44,solar_orthogonal_uniq,128,immune_cell_human,Oetjen_A,44,trustworthiness,query,0.9608529254586432,computed,"Cached full-source PCA50; Euclidean k15; frozen shared IDs, seed40, maximum6000",,True,
historical__solar_orthogonal_uniq__d128__immune_cell_human__Oetjen_A__s44,solar_orthogonal_uniq,128,immune_cell_human,Oetjen_A,44,pseudotime_smoothness,query,0.9550109078308876,computed,Original NaN-excluded annotated-cell population (597/2586 cells); biovalid_ref_query_joint.pseudotime_smoothness k15; original first-neighbor removal,,True,
historical__solar_orthogonal_uniq__d128__immune_cell_human__Oetjen_A__s44,solar_orthogonal_uniq,128,immune_cell_human,Oetjen_A,44,trustworthiness,joint,0.9409302102504044,computed,"Cached full-source PCA50; Euclidean k15; frozen shared IDs, seed40, maximum6000",,True,
historical__solar_orthogonal_uniq__d128__immune_cell_human__Oetjen_A__s44,solar_orthogonal_uniq,128,immune_cell_human,Oetjen_A,44,pseudotime_smoothness,joint,0.8739107425510906,computed,Original NaN-excluded annotated-cell population (2629/33506 cells); biovalid_ref_query_joint.pseudotime_smoothness k15; original first-neighbor removal,,True,
historical__solar_orthogonal_uniq__d128__immune_cell_human__Oetjen_A__s44,solar_orthogonal_uniq,128,immune_cell_human,Oetjen_A,44,within_label_silhouette__study,reference,0.034916270200599,computed,"Original within_label_silhouette helper; cell-count weighting; labels_tested=12; shared original seed0 per-label cap8000; raw covariate association, not uniformly higher-is-better",scripts/biovalid_ref_query_joint.py::within_label_silhouette,True,12.0
historical__solar_orthogonal_uniq__d128__immune_cell_human__Oetjen_A__s44,solar_orthogonal_uniq,128,immune_cell_human,Oetjen_A,44,within_label_silhouette__sample_ID,reference,0.034916270200599,computed,"Original within_label_silhouette helper; cell-count weighting; labels_tested=12; shared original seed0 per-label cap8000; raw covariate association, not uniformly higher-is-better",scripts/biovalid_ref_query_joint.py::within_label_silhouette,True,12.0
historical__solar_orthogonal_uniq__d128__immune_cell_human__Oetjen_A__s44,solar_orthogonal_uniq,128,immune_cell_human,Oetjen_A,44,within_label_silhouette__donor,reference,,not_applicable,Historical donor panel is defined only for lung_atlas,,True,
historical__solar_orthogonal_uniq__d128__immune_cell_human__Oetjen_A__s44,solar_orthogonal_uniq,128,immune_cell_human,Oetjen_A,44,within_label_silhouette__patientGroup,reference,,not_applicable,Historical patientGroup panel is defined only for lung_atlas,,True,
historical__solar_orthogonal_uniq__d128__immune_cell_human__Oetjen_A__s44,solar_orthogonal_uniq,128,immune_cell_human,Oetjen_A,44,within_label_silhouette__study,query,,not_applicable,No cell type has at least 10 cells and a mathematically valid multi-group silhouette,scripts/biovalid_ref_query_joint.py::within_label_silhouette,True,0.0
historical__solar_orthogonal_uniq__d128__immune_cell_human__Oetjen_A__s44,solar_orthogonal_uniq,128,immune_cell_human,Oetjen_A,44,within_label_silhouette__sample_ID,query,,not_applicable,No cell type has at least 10 cells and a mathematically valid multi-group silhouette,scripts/biovalid_ref_query_joint.py::within_label_silhouette,True,0.0
historical__solar_orthogonal_uniq__d128__immune_cell_human__Oetjen_A__s44,solar_orthogonal_uniq,128,immune_cell_human,Oetjen_A,44,within_label_silhouette__donor,query,,not_applicable,Historical donor panel is defined only for lung_atlas,,True,
historical__solar_orthogonal_uniq__d128__immune_cell_human__Oetjen_A__s44,solar_orthogonal_uniq,128,immune_cell_human,Oetjen_A,44,within_label_silhouette__patientGroup,query,,not_applicable,Historical patientGroup panel is defined only for lung_atlas,,True,
historical__solar_orthogonal_uniq__d128__immune_cell_human__Oetjen_A__s44,solar_orthogonal_uniq,128,immune_cell_human,Oetjen_A,44,within_label_silhouette__study,joint,0.0242462943502032,computed,"Original within_label_silhouette helper; cell-count weighting; labels_tested=12; shared original seed0 per-label cap8000; raw covariate association, not uniformly higher-is-better",scripts/biovalid_ref_query_joint.py::within_label_silhouette,True,12.0
historical__solar_orthogonal_uniq__d128__immune_cell_human__Oetjen_A__s44,solar_orthogonal_uniq,128,immune_cell_human,Oetjen_A,44,within_label_silhouette__sample_ID,joint,0.0242462943502032,computed,"Original within_label_silhouette helper; cell-count weighting; labels_tested=12; shared original seed0 per-label cap8000; raw covariate association, not uniformly higher-is-better",scripts/biovalid_ref_query_joint.py::within_label_silhouette,True,12.0
historical__solar_orthogonal_uniq__d128__immune_cell_human__Oetjen_A__s44,solar_orthogonal_uniq,128,immune_cell_human,Oetjen_A,44,within_label_silhouette__donor,joint,,not_applicable,Historical donor panel is defined only for lung_atlas,,True,
historical__solar_orthogonal_uniq__d128__immune_cell_human__Oetjen_A__s44,solar_orthogonal_uniq,128,immune_cell_human,Oetjen_A,44,within_label_silhouette__patientGroup,joint,,not_applicable,Historical patientGroup panel is defined only for lung_atlas,,True,
historical__solar_orthogonal_uniq__d128__immune_cell_human__Oetjen_A__s44,solar_orthogonal_uniq,128,immune_cell_human,Oetjen_A,44,PCR_batch,joint,0.72192705524006,computed,Computed by the locked scIB paper backend.,scIB 0.2.0 pcr_comparison with source-invariant pcr_before cache,True,
historical__solar_orthogonal_uniq__d128__immune_cell_human__Oetjen_A__s44,solar_orthogonal_uniq,128,immune_cell_human,Oetjen_A,44,ASW_label/batch,joint,0.8675735976810719,computed,Computed by the locked scIB paper backend.,scIB 0.2.0 silhouette_batch then mean over labels,True,
historical__solar_orthogonal_uniq__d128__immune_cell_human__Oetjen_A__s44,solar_orthogonal_uniq,128,immune_cell_human,Oetjen_A,44,batchASW,joint,0.8675735976810719,computed,Computed by the locked scIB paper backend.,scIB 0.2.0 silhouette_batch then mean over labels,True,
historical__solar_orthogonal_uniq__d128__immune_cell_human__Oetjen_A__s44,solar_orthogonal_uniq,128,immune_cell_human,Oetjen_A,44,iLISI,joint,1.082454163252931,computed,Computed by the locked scIB paper backend.,scIB 0.2.0 graph LISI,True,
historical__solar_orthogonal_uniq__d128__immune_cell_human__Oetjen_A__s44,solar_orthogonal_uniq,128,immune_cell_human,Oetjen_A,44,graph_conn,joint,0.9898967317963024,computed,Computed by the locked scIB paper backend.,scIB 0.2.0 graph_connectivity,True,
