claim_id,doc,location,printed,kind,spec
Table S5-00714,si,Table S5,–,dataset,"{""block"": ""Control"", ""dataset"": ""immune_cell_human"", ""dim"": 128, ""method"": ""solar_none"", ""metric"": ""trustworthiness"", ""population"": ""all"", ""stat"": ""na_code""}"
Table S5-00715,si,Table S5,0.945,dataset,"{""block"": ""A"", ""dataset"": ""lung_atlas"", ""dim"": 128, ""method"": ""solar_orthogonal"", ""metric"": ""trustworthiness"", ""population"": ""reference"", ""stat"": ""mean""}"
Table S5-00716,si,Table S5,3/3,dataset,"{""block"": ""A"", ""dataset"": ""lung_atlas"", ""dim"": 128, ""method"": ""solar_orthogonal"", ""metric"": ""trustworthiness"", ""population"": ""reference"", ""stat"": ""coverage""}"
Table S5-00717,si,Table S5,0.933,dataset,"{""block"": ""A"", ""dataset"": ""lung_atlas"", ""dim"": 128, ""method"": ""solar_orthogonal"", ""metric"": ""trustworthiness"", ""population"": ""query"", ""stat"": ""mean""}"
Table S5-00718,si,Table S5,3/3,dataset,"{""block"": ""A"", ""dataset"": ""lung_atlas"", ""dim"": 128, ""method"": ""solar_orthogonal"", ""metric"": ""trustworthiness"", ""population"": ""query"", ""stat"": ""coverage""}"
Table S5-00719,si,Table S5,0.947,dataset,"{""block"": ""A"", ""dataset"": ""lung_atlas"", ""dim"": 128, ""method"": ""solar_orthogonal"", ""metric"": ""trustworthiness"", ""population"": ""joint"", ""stat"": ""mean""}"
Table S5-00720,si,Table S5,3/3,dataset,"{""block"": ""A"", ""dataset"": ""lung_atlas"", ""dim"": 128, ""method"": ""solar_orthogonal"", ""metric"": ""trustworthiness"", ""population"": ""joint"", ""stat"": ""coverage""}"
Table S5-00721,si,Table S5,–,dataset,"{""block"": ""A"", ""dataset"": ""lung_atlas"", ""dim"": 128, ""method"": ""solar_orthogonal"", ""metric"": ""trustworthiness"", ""population"": ""all"", ""stat"": ""na_code""}"
Table S5-00722,si,Table S5,0.994,dataset,"{""block"": ""A"", ""dataset"": ""lung_atlas"", ""dim"": 40, ""method"": ""unintegrated_pca_matched"", ""metric"": ""trustworthiness"", ""population"": ""reference"", ""stat"": ""mean""}"
Table S5-00723,si,Table S5,3/3,dataset,"{""block"": ""A"", ""dataset"": ""lung_atlas"", ""dim"": 40, ""method"": ""unintegrated_pca_matched"", ""metric"": ""trustworthiness"", ""population"": ""reference"", ""stat"": ""coverage""}"
Table S5-00724,si,Table S5,0.966,dataset,"{""block"": ""A"", ""dataset"": ""lung_atlas"", ""dim"": 40, ""method"": ""unintegrated_pca_matched"", ""metric"": ""trustworthiness"", ""population"": ""query"", ""stat"": ""mean""}"
Table S5-00725,si,Table S5,3/3,dataset,"{""block"": ""A"", ""dataset"": ""lung_atlas"", ""dim"": 40, ""method"": ""unintegrated_pca_matched"", ""metric"": ""trustworthiness"", ""population"": ""query"", ""stat"": ""coverage""}"
Table S5-00726,si,Table S5,0.994,dataset,"{""block"": ""A"", ""dataset"": ""lung_atlas"", ""dim"": 40, ""method"": ""unintegrated_pca_matched"", ""metric"": ""trustworthiness"", ""population"": ""joint"", ""stat"": ""mean""}"
Table S5-00727,si,Table S5,3/3,dataset,"{""block"": ""A"", ""dataset"": ""lung_atlas"", ""dim"": 40, ""method"": ""unintegrated_pca_matched"", ""metric"": ""trustworthiness"", ""population"": ""joint"", ""stat"": ""coverage""}"
Table S5-00728,si,Table S5,–,dataset,"{""block"": ""A"", ""dataset"": ""lung_atlas"", ""dim"": 40, ""method"": ""unintegrated_pca_matched"", ""metric"": ""trustworthiness"", ""population"": ""all"", ""stat"": ""na_code""}"
Table S5-00729,si,Table S5,0.885,dataset,"{""block"": ""A"", ""dataset"": ""lung_atlas"", ""dim"": 30, ""method"": ""frozen_reference_scvi"", ""metric"": ""trustworthiness"", ""population"": ""reference"", ""stat"": ""mean""}"
Table S5-00730,si,Table S5,3/3,dataset,"{""block"": ""A"", ""dataset"": ""lung_atlas"", ""dim"": 30, ""method"": ""frozen_reference_scvi"", ""metric"": ""trustworthiness"", ""population"": ""reference"", ""stat"": ""coverage""}"
Table S5-00731,si,Table S5,0.944,dataset,"{""block"": ""A"", ""dataset"": ""lung_atlas"", ""dim"": 30, ""method"": ""frozen_reference_scvi"", ""metric"": ""trustworthiness"", ""population"": ""query"", ""stat"": ""mean""}"
Table S5-00732,si,Table S5,3/3,dataset,"{""block"": ""A"", ""dataset"": ""lung_atlas"", ""dim"": 30, ""method"": ""frozen_reference_scvi"", ""metric"": ""trustworthiness"", ""population"": ""query"", ""stat"": ""coverage""}"
Table S5-00733,si,Table S5,0.887,dataset,"{""block"": ""A"", ""dataset"": ""lung_atlas"", ""dim"": 30, ""method"": ""frozen_reference_scvi"", ""metric"": ""trustworthiness"", ""population"": ""joint"", ""stat"": ""mean""}"
Table S5-00734,si,Table S5,3/3,dataset,"{""block"": ""A"", ""dataset"": ""lung_atlas"", ""dim"": 30, ""method"": ""frozen_reference_scvi"", ""metric"": ""trustworthiness"", ""population"": ""joint"", ""stat"": ""coverage""}"
Table S5-00735,si,Table S5,–,dataset,"{""block"": ""A"", ""dataset"": ""lung_atlas"", ""dim"": 30, ""method"": ""frozen_reference_scvi"", ""metric"": ""trustworthiness"", ""population"": ""all"", ""stat"": ""na_code""}"
Table S5-00736,si,Table S5,0.925,dataset,"{""block"": ""A"", ""dataset"": ""lung_atlas"", ""dim"": 30, ""method"": ""frozen_reference_scanvi"", ""metric"": ""trustworthiness"", ""population"": ""reference"", ""stat"": ""mean""}"
Table S5-00737,si,Table S5,3/3,dataset,"{""block"": ""A"", ""dataset"": ""lung_atlas"", ""dim"": 30, ""method"": ""frozen_reference_scanvi"", ""metric"": ""trustworthiness"", ""population"": ""reference"", ""stat"": ""coverage""}"
Table S5-00738,si,Table S5,0.947,dataset,"{""block"": ""A"", ""dataset"": ""lung_atlas"", ""dim"": 30, ""method"": ""frozen_reference_scanvi"", ""metric"": ""trustworthiness"", ""population"": ""query"", ""stat"": ""mean""}"
Table S5-00739,si,Table S5,3/3,dataset,"{""block"": ""A"", ""dataset"": ""lung_atlas"", ""dim"": 30, ""method"": ""frozen_reference_scanvi"", ""metric"": ""trustworthiness"", ""population"": ""query"", ""stat"": ""coverage""}"
Table S5-00740,si,Table S5,0.925,dataset,"{""block"": ""A"", ""dataset"": ""lung_atlas"", ""dim"": 30, ""method"": ""frozen_reference_scanvi"", ""metric"": ""trustworthiness"", ""population"": ""joint"", ""stat"": ""mean""}"
Table S5-00741,si,Table S5,3/3,dataset,"{""block"": ""A"", ""dataset"": ""lung_atlas"", ""dim"": 30, ""method"": ""frozen_reference_scanvi"", ""metric"": ""trustworthiness"", ""population"": ""joint"", ""stat"": ""coverage""}"
Table S5-00742,si,Table S5,–,dataset,"{""block"": ""A"", ""dataset"": ""lung_atlas"", ""dim"": 30, ""method"": ""frozen_reference_scanvi"", ""metric"": ""trustworthiness"", ""population"": ""all"", ""stat"": ""na_code""}"
Table S5-00743,si,Table S5,0.921,dataset,"{""block"": ""A"", ""dataset"": ""lung_atlas"", ""dim"": 16, ""method"": ""sclsc_refonly"", ""metric"": ""trustworthiness"", ""population"": ""reference"", ""stat"": ""mean""}"
Table S5-00744,si,Table S5,3/3,dataset,"{""block"": ""A"", ""dataset"": ""lung_atlas"", ""dim"": 16, ""method"": ""sclsc_refonly"", ""metric"": ""trustworthiness"", ""population"": ""reference"", ""stat"": ""coverage""}"
Table S5-00745,si,Table S5,0.892,dataset,"{""block"": ""A"", ""dataset"": ""lung_atlas"", ""dim"": 16, ""method"": ""sclsc_refonly"", ""metric"": ""trustworthiness"", ""population"": ""query"", ""stat"": ""mean""}"
Table S5-00746,si,Table S5,3/3,dataset,"{""block"": ""A"", ""dataset"": ""lung_atlas"", ""dim"": 16, ""method"": ""sclsc_refonly"", ""metric"": ""trustworthiness"", ""population"": ""query"", ""stat"": ""coverage""}"
Table S5-00747,si,Table S5,0.921,dataset,"{""block"": ""A"", ""dataset"": ""lung_atlas"", ""dim"": 16, ""method"": ""sclsc_refonly"", ""metric"": ""trustworthiness"", ""population"": ""joint"", ""stat"": ""mean""}"
Table S5-00748,si,Table S5,3/3,dataset,"{""block"": ""A"", ""dataset"": ""lung_atlas"", ""dim"": 16, ""method"": ""sclsc_refonly"", ""metric"": ""trustworthiness"", ""population"": ""joint"", ""stat"": ""coverage""}"
Table S5-00749,si,Table S5,–,dataset,"{""block"": ""A"", ""dataset"": ""lung_atlas"", ""dim"": 16, ""method"": ""sclsc_refonly"", ""metric"": ""trustworthiness"", ""population"": ""all"", ""stat"": ""na_code""}"
Table S5-00750,si,Table S5,0.928,dataset,"{""block"": ""B"", ""dataset"": ""lung_atlas"", ""dim"": 30, ""method"": ""solar_orthogonal"", ""metric"": ""trustworthiness"", ""population"": ""reference"", ""stat"": ""mean""}"
Table S5-00751,si,Table S5,3/3,dataset,"{""block"": ""B"", ""dataset"": ""lung_atlas"", ""dim"": 30, ""method"": ""solar_orthogonal"", ""metric"": ""trustworthiness"", ""population"": ""reference"", ""stat"": ""coverage""}"
Table S5-00752,si,Table S5,0.930,dataset,"{""block"": ""B"", ""dataset"": ""lung_atlas"", ""dim"": 30, ""method"": ""solar_orthogonal"", ""metric"": ""trustworthiness"", ""population"": ""query"", ""stat"": ""mean""}"
Table S5-00753,si,Table S5,3/3,dataset,"{""block"": ""B"", ""dataset"": ""lung_atlas"", ""dim"": 30, ""method"": ""solar_orthogonal"", ""metric"": ""trustworthiness"", ""population"": ""query"", ""stat"": ""coverage""}"
Table S5-00754,si,Table S5,0.930,dataset,"{""block"": ""B"", ""dataset"": ""lung_atlas"", ""dim"": 30, ""method"": ""solar_orthogonal"", ""metric"": ""trustworthiness"", ""population"": ""joint"", ""stat"": ""mean""}"
Table S5-00755,si,Table S5,3/3,dataset,"{""block"": ""B"", ""dataset"": ""lung_atlas"", ""dim"": 30, ""method"": ""solar_orthogonal"", ""metric"": ""trustworthiness"", ""population"": ""joint"", ""stat"": ""coverage""}"
Table S5-00756,si,Table S5,–,dataset,"{""block"": ""B"", ""dataset"": ""lung_atlas"", ""dim"": 30, ""method"": ""solar_orthogonal"", ""metric"": ""trustworthiness"", ""population"": ""all"", ""stat"": ""na_code""}"
Table S5-00757,si,Table S5,0.994,dataset,"{""block"": ""B"", ""dataset"": ""lung_atlas"", ""dim"": 30, ""method"": ""unintegrated_pca_matched"", ""metric"": ""trustworthiness"", ""population"": ""reference"", ""stat"": ""mean""}"
Table S5-00758,si,Table S5,3/3,dataset,"{""block"": ""B"", ""dataset"": ""lung_atlas"", ""dim"": 30, ""method"": ""unintegrated_pca_matched"", ""metric"": ""trustworthiness"", ""population"": ""reference"", ""stat"": ""coverage""}"
Table S5-00759,si,Table S5,0.964,dataset,"{""block"": ""B"", ""dataset"": ""lung_atlas"", ""dim"": 30, ""method"": ""unintegrated_pca_matched"", ""metric"": ""trustworthiness"", ""population"": ""query"", ""stat"": ""mean""}"
Table S5-00760,si,Table S5,3/3,dataset,"{""block"": ""B"", ""dataset"": ""lung_atlas"", ""dim"": 30, ""method"": ""unintegrated_pca_matched"", ""metric"": ""trustworthiness"", ""population"": ""query"", ""stat"": ""coverage""}"
Table S5-00761,si,Table S5,0.994,dataset,"{""block"": ""B"", ""dataset"": ""lung_atlas"", ""dim"": 30, ""method"": ""unintegrated_pca_matched"", ""metric"": ""trustworthiness"", ""population"": ""joint"", ""stat"": ""mean""}"
Table S5-00762,si,Table S5,3/3,dataset,"{""block"": ""B"", ""dataset"": ""lung_atlas"", ""dim"": 30, ""method"": ""unintegrated_pca_matched"", ""metric"": ""trustworthiness"", ""population"": ""joint"", ""stat"": ""coverage""}"
Table S5-00763,si,Table S5,–,dataset,"{""block"": ""B"", ""dataset"": ""lung_atlas"", ""dim"": 30, ""method"": ""unintegrated_pca_matched"", ""metric"": ""trustworthiness"", ""population"": ""all"", ""stat"": ""na_code""}"
Table S5-00764,si,Table S5,0.885,dataset,"{""block"": ""B"", ""dataset"": ""lung_atlas"", ""dim"": 30, ""method"": ""frozen_reference_scvi"", ""metric"": ""trustworthiness"", ""population"": ""reference"", ""stat"": ""mean""}"
Table S5-00765,si,Table S5,3/3,dataset,"{""block"": ""B"", ""dataset"": ""lung_atlas"", ""dim"": 30, ""method"": ""frozen_reference_scvi"", ""metric"": ""trustworthiness"", ""population"": ""reference"", ""stat"": ""coverage""}"
Table S5-00766,si,Table S5,0.944,dataset,"{""block"": ""B"", ""dataset"": ""lung_atlas"", ""dim"": 30, ""method"": ""frozen_reference_scvi"", ""metric"": ""trustworthiness"", ""population"": ""query"", ""stat"": ""mean""}"
Table S5-00767,si,Table S5,3/3,dataset,"{""block"": ""B"", ""dataset"": ""lung_atlas"", ""dim"": 30, ""method"": ""frozen_reference_scvi"", ""metric"": ""trustworthiness"", ""population"": ""query"", ""stat"": ""coverage""}"
Table S5-00768,si,Table S5,0.887,dataset,"{""block"": ""B"", ""dataset"": ""lung_atlas"", ""dim"": 30, ""method"": ""frozen_reference_scvi"", ""metric"": ""trustworthiness"", ""population"": ""joint"", ""stat"": ""mean""}"
Table S5-00769,si,Table S5,3/3,dataset,"{""block"": ""B"", ""dataset"": ""lung_atlas"", ""dim"": 30, ""method"": ""frozen_reference_scvi"", ""metric"": ""trustworthiness"", ""population"": ""joint"", ""stat"": ""coverage""}"
Table S5-00770,si,Table S5,–,dataset,"{""block"": ""B"", ""dataset"": ""lung_atlas"", ""dim"": 30, ""method"": ""frozen_reference_scvi"", ""metric"": ""trustworthiness"", ""population"": ""all"", ""stat"": ""na_code""}"
Table S5-00771,si,Table S5,0.925,dataset,"{""block"": ""B"", ""dataset"": ""lung_atlas"", ""dim"": 30, ""method"": ""frozen_reference_scanvi"", ""metric"": ""trustworthiness"", ""population"": ""reference"", ""stat"": ""mean""}"
Table S5-00772,si,Table S5,3/3,dataset,"{""block"": ""B"", ""dataset"": ""lung_atlas"", ""dim"": 30, ""method"": ""frozen_reference_scanvi"", ""metric"": ""trustworthiness"", ""population"": ""reference"", ""stat"": ""coverage""}"
Table S5-00773,si,Table S5,0.947,dataset,"{""block"": ""B"", ""dataset"": ""lung_atlas"", ""dim"": 30, ""method"": ""frozen_reference_scanvi"", ""metric"": ""trustworthiness"", ""population"": ""query"", ""stat"": ""mean""}"
Table S5-00774,si,Table S5,3/3,dataset,"{""block"": ""B"", ""dataset"": ""lung_atlas"", ""dim"": 30, ""method"": ""frozen_reference_scanvi"", ""metric"": ""trustworthiness"", ""population"": ""query"", ""stat"": ""coverage""}"
Table S5-00775,si,Table S5,0.925,dataset,"{""block"": ""B"", ""dataset"": ""lung_atlas"", ""dim"": 30, ""method"": ""frozen_reference_scanvi"", ""metric"": ""trustworthiness"", ""population"": ""joint"", ""stat"": ""mean""}"
Table S5-00776,si,Table S5,3/3,dataset,"{""block"": ""B"", ""dataset"": ""lung_atlas"", ""dim"": 30, ""method"": ""frozen_reference_scanvi"", ""metric"": ""trustworthiness"", ""population"": ""joint"", ""stat"": ""coverage""}"
Table S5-00777,si,Table S5,–,dataset,"{""block"": ""B"", ""dataset"": ""lung_atlas"", ""dim"": 30, ""method"": ""frozen_reference_scanvi"", ""metric"": ""trustworthiness"", ""population"": ""all"", ""stat"": ""na_code""}"
Table S5-00778,si,Table S5,0.923,dataset,"{""block"": ""B"", ""dataset"": ""lung_atlas"", ""dim"": 30, ""method"": ""sclsc_refonly"", ""metric"": ""trustworthiness"", ""population"": ""reference"", ""stat"": ""mean""}"
Table S5-00779,si,Table S5,3/3,dataset,"{""block"": ""B"", ""dataset"": ""lung_atlas"", ""dim"": 30, ""method"": ""sclsc_refonly"", ""metric"": ""trustworthiness"", ""population"": ""reference"", ""stat"": ""coverage""}"
Table S5-00780,si,Table S5,0.893,dataset,"{""block"": ""B"", ""dataset"": ""lung_atlas"", ""dim"": 30, ""method"": ""sclsc_refonly"", ""metric"": ""trustworthiness"", ""population"": ""query"", ""stat"": ""mean""}"
Table S5-00781,si,Table S5,3/3,dataset,"{""block"": ""B"", ""dataset"": ""lung_atlas"", ""dim"": 30, ""method"": ""sclsc_refonly"", ""metric"": ""trustworthiness"", ""population"": ""query"", ""stat"": ""coverage""}"
Table S5-00782,si,Table S5,0.923,dataset,"{""block"": ""B"", ""dataset"": ""lung_atlas"", ""dim"": 30, ""method"": ""sclsc_refonly"", ""metric"": ""trustworthiness"", ""population"": ""joint"", ""stat"": ""mean""}"
Table S5-00783,si,Table S5,3/3,dataset,"{""block"": ""B"", ""dataset"": ""lung_atlas"", ""dim"": 30, ""method"": ""sclsc_refonly"", ""metric"": ""trustworthiness"", ""population"": ""joint"", ""stat"": ""coverage""}"
Table S5-00784,si,Table S5,–,dataset,"{""block"": ""B"", ""dataset"": ""lung_atlas"", ""dim"": 30, ""method"": ""sclsc_refonly"", ""metric"": ""trustworthiness"", ""population"": ""all"", ""stat"": ""na_code""}"
Table S5-00785,si,Table S5,0.958,dataset,"{""block"": ""Control"", ""dataset"": ""lung_atlas"", ""dim"": 128, ""method"": ""solar_orthogonal_uniq"", ""metric"": ""trustworthiness"", ""population"": ""reference"", ""stat"": ""mean""}"
Table S5-00786,si,Table S5,3/3,dataset,"{""block"": ""Control"", ""dataset"": ""lung_atlas"", ""dim"": 128, ""method"": ""solar_orthogonal_uniq"", ""metric"": ""trustworthiness"", ""population"": ""reference"", ""stat"": ""coverage""}"
Table S5-00787,si,Table S5,0.942,dataset,"{""block"": ""Control"", ""dataset"": ""lung_atlas"", ""dim"": 128, ""method"": ""solar_orthogonal_uniq"", ""metric"": ""trustworthiness"", ""population"": ""query"", ""stat"": ""mean""}"
Table S5-00788,si,Table S5,3/3,dataset,"{""block"": ""Control"", ""dataset"": ""lung_atlas"", ""dim"": 128, ""method"": ""solar_orthogonal_uniq"", ""metric"": ""trustworthiness"", ""population"": ""query"", ""stat"": ""coverage""}"
Table S5-00789,si,Table S5,0.959,dataset,"{""block"": ""Control"", ""dataset"": ""lung_atlas"", ""dim"": 128, ""method"": ""solar_orthogonal_uniq"", ""metric"": ""trustworthiness"", ""population"": ""joint"", ""stat"": ""mean""}"
Table S5-00790,si,Table S5,3/3,dataset,"{""block"": ""Control"", ""dataset"": ""lung_atlas"", ""dim"": 128, ""method"": ""solar_orthogonal_uniq"", ""metric"": ""trustworthiness"", ""population"": ""joint"", ""stat"": ""coverage""}"
Table S5-00791,si,Table S5,–,dataset,"{""block"": ""Control"", ""dataset"": ""lung_atlas"", ""dim"": 128, ""method"": ""solar_orthogonal_uniq"", ""metric"": ""trustworthiness"", ""population"": ""all"", ""stat"": ""na_code""}"
Table S5-00792,si,Table S5,0.955,dataset,"{""block"": ""Control"", ""dataset"": ""lung_atlas"", ""dim"": 128, ""method"": ""solar_none"", ""metric"": ""trustworthiness"", ""population"": ""reference"", ""stat"": ""mean""}"
Table S5-00793,si,Table S5,3/3,dataset,"{""block"": ""Control"", ""dataset"": ""lung_atlas"", ""dim"": 128, ""method"": ""solar_none"", ""metric"": ""trustworthiness"", ""population"": ""reference"", ""stat"": ""coverage""}"
Table S5-00794,si,Table S5,0.942,dataset,"{""block"": ""Control"", ""dataset"": ""lung_atlas"", ""dim"": 128, ""method"": ""solar_none"", ""metric"": ""trustworthiness"", ""population"": ""query"", ""stat"": ""mean""}"
Table S5-00795,si,Table S5,3/3,dataset,"{""block"": ""Control"", ""dataset"": ""lung_atlas"", ""dim"": 128, ""method"": ""solar_none"", ""metric"": ""trustworthiness"", ""population"": ""query"", ""stat"": ""coverage""}"
Table S5-00796,si,Table S5,0.956,dataset,"{""block"": ""Control"", ""dataset"": ""lung_atlas"", ""dim"": 128, ""method"": ""solar_none"", ""metric"": ""trustworthiness"", ""population"": ""joint"", ""stat"": ""mean""}"
Table S5-00797,si,Table S5,3/3,dataset,"{""block"": ""Control"", ""dataset"": ""lung_atlas"", ""dim"": 128, ""method"": ""solar_none"", ""metric"": ""trustworthiness"", ""population"": ""joint"", ""stat"": ""coverage""}"
Table S5-00798,si,Table S5,–,dataset,"{""block"": ""Control"", ""dataset"": ""lung_atlas"", ""dim"": 128, ""method"": ""solar_none"", ""metric"": ""trustworthiness"", ""population"": ""all"", ""stat"": ""na_code""}"
Table S5-00799,si,Table S5,0.852,dataset,"{""block"": ""A"", ""dataset"": ""immune_cell_human"", ""dim"": 128, ""method"": ""solar_orthogonal"", ""metric"": ""pseudotime_smoothness"", ""population"": ""reference"", ""stat"": ""mean""}"
Table S5-00800,si,Table S5,3/3,dataset,"{""block"": ""A"", ""dataset"": ""immune_cell_human"", ""dim"": 128, ""method"": ""solar_orthogonal"", ""metric"": ""pseudotime_smoothness"", ""population"": ""reference"", ""stat"": ""coverage""}"
Table S5-00801,si,Table S5,0.949,dataset,"{""block"": ""A"", ""dataset"": ""immune_cell_human"", ""dim"": 128, ""method"": ""solar_orthogonal"", ""metric"": ""pseudotime_smoothness"", ""population"": ""query"", ""stat"": ""mean""}"
Table S5-00802,si,Table S5,1/3,dataset,"{""block"": ""A"", ""dataset"": ""immune_cell_human"", ""dim"": 128, ""method"": ""solar_orthogonal"", ""metric"": ""pseudotime_smoothness"", ""population"": ""query"", ""stat"": ""coverage""}"
Table S5-00803,si,Table S5,0.873,dataset,"{""block"": ""A"", ""dataset"": ""immune_cell_human"", ""dim"": 128, ""method"": ""solar_orthogonal"", ""metric"": ""pseudotime_smoothness"", ""population"": ""joint"", ""stat"": ""mean""}"
Table S5-00804,si,Table S5,3/3,dataset,"{""block"": ""A"", ""dataset"": ""immune_cell_human"", ""dim"": 128, ""method"": ""solar_orthogonal"", ""metric"": ""pseudotime_smoothness"", ""population"": ""joint"", ""stat"": ""coverage""}"
Table S5-00805,si,Table S5,P,dataset,"{""block"": ""A"", ""dataset"": ""immune_cell_human"", ""dim"": 128, ""method"": ""solar_orthogonal"", ""metric"": ""pseudotime_smoothness"", ""population"": ""all"", ""stat"": ""na_code""}"
Table S5-00806,si,Table S5,0.876,dataset,"{""block"": ""A"", ""dataset"": ""immune_cell_human"", ""dim"": 40, ""method"": ""unintegrated_pca_matched"", ""metric"": ""pseudotime_smoothness"", ""population"": ""reference"", ""stat"": ""mean""}"
Table S5-00807,si,Table S5,3/3,dataset,"{""block"": ""A"", ""dataset"": ""immune_cell_human"", ""dim"": 40, ""method"": ""unintegrated_pca_matched"", ""metric"": ""pseudotime_smoothness"", ""population"": ""reference"", ""stat"": ""coverage""}"
Table S5-00808,si,Table S5,0.977,dataset,"{""block"": ""A"", ""dataset"": ""immune_cell_human"", ""dim"": 40, ""method"": ""unintegrated_pca_matched"", ""metric"": ""pseudotime_smoothness"", ""population"": ""query"", ""stat"": ""mean""}"
Table S5-00809,si,Table S5,1/3,dataset,"{""block"": ""A"", ""dataset"": ""immune_cell_human"", ""dim"": 40, ""method"": ""unintegrated_pca_matched"", ""metric"": ""pseudotime_smoothness"", ""population"": ""query"", ""stat"": ""coverage""}"
Table S5-00810,si,Table S5,0.895,dataset,"{""block"": ""A"", ""dataset"": ""immune_cell_human"", ""dim"": 40, ""method"": ""unintegrated_pca_matched"", ""metric"": ""pseudotime_smoothness"", ""population"": ""joint"", ""stat"": ""mean""}"
Table S5-00811,si,Table S5,3/3,dataset,"{""block"": ""A"", ""dataset"": ""immune_cell_human"", ""dim"": 40, ""method"": ""unintegrated_pca_matched"", ""metric"": ""pseudotime_smoothness"", ""population"": ""joint"", ""stat"": ""coverage""}"
Table S5-00812,si,Table S5,P,dataset,"{""block"": ""A"", ""dataset"": ""immune_cell_human"", ""dim"": 40, ""method"": ""unintegrated_pca_matched"", ""metric"": ""pseudotime_smoothness"", ""population"": ""all"", ""stat"": ""na_code""}"
Table S5-00813,si,Table S5,0.864,dataset,"{""block"": ""A"", ""dataset"": ""immune_cell_human"", ""dim"": 30, ""method"": ""frozen_reference_scvi"", ""metric"": ""pseudotime_smoothness"", ""population"": ""reference"", ""stat"": ""mean""}"
Table S5-00814,si,Table S5,3/3,dataset,"{""block"": ""A"", ""dataset"": ""immune_cell_human"", ""dim"": 30, ""method"": ""frozen_reference_scvi"", ""metric"": ""pseudotime_smoothness"", ""population"": ""reference"", ""stat"": ""coverage""}"
Table S5-00815,si,Table S5,0.969,dataset,"{""block"": ""A"", ""dataset"": ""immune_cell_human"", ""dim"": 30, ""method"": ""frozen_reference_scvi"", ""metric"": ""pseudotime_smoothness"", ""population"": ""query"", ""stat"": ""mean""}"
Table S5-00816,si,Table S5,1/3,dataset,"{""block"": ""A"", ""dataset"": ""immune_cell_human"", ""dim"": 30, ""method"": ""frozen_reference_scvi"", ""metric"": ""pseudotime_smoothness"", ""population"": ""query"", ""stat"": ""coverage""}"
Table S5-00817,si,Table S5,0.880,dataset,"{""block"": ""A"", ""dataset"": ""immune_cell_human"", ""dim"": 30, ""method"": ""frozen_reference_scvi"", ""metric"": ""pseudotime_smoothness"", ""population"": ""joint"", ""stat"": ""mean""}"
Table S5-00818,si,Table S5,3/3,dataset,"{""block"": ""A"", ""dataset"": ""immune_cell_human"", ""dim"": 30, ""method"": ""frozen_reference_scvi"", ""metric"": ""pseudotime_smoothness"", ""population"": ""joint"", ""stat"": ""coverage""}"
Table S5-00819,si,Table S5,P,dataset,"{""block"": ""A"", ""dataset"": ""immune_cell_human"", ""dim"": 30, ""method"": ""frozen_reference_scvi"", ""metric"": ""pseudotime_smoothness"", ""population"": ""all"", ""stat"": ""na_code""}"
Table S5-00820,si,Table S5,0.868,dataset,"{""block"": ""A"", ""dataset"": ""immune_cell_human"", ""dim"": 30, ""method"": ""frozen_reference_scanvi"", ""metric"": ""pseudotime_smoothness"", ""population"": ""reference"", ""stat"": ""mean""}"
Table S5-00821,si,Table S5,3/3,dataset,"{""block"": ""A"", ""dataset"": ""immune_cell_human"", ""dim"": 30, ""method"": ""frozen_reference_scanvi"", ""metric"": ""pseudotime_smoothness"", ""population"": ""reference"", ""stat"": ""coverage""}"
Table S5-00822,si,Table S5,0.970,dataset,"{""block"": ""A"", ""dataset"": ""immune_cell_human"", ""dim"": 30, ""method"": ""frozen_reference_scanvi"", ""metric"": ""pseudotime_smoothness"", ""population"": ""query"", ""stat"": ""mean""}"
Table S5-00823,si,Table S5,1/3,dataset,"{""block"": ""A"", ""dataset"": ""immune_cell_human"", ""dim"": 30, ""method"": ""frozen_reference_scanvi"", ""metric"": ""pseudotime_smoothness"", ""population"": ""query"", ""stat"": ""coverage""}"
Table S5-00824,si,Table S5,0.886,dataset,"{""block"": ""A"", ""dataset"": ""immune_cell_human"", ""dim"": 30, ""method"": ""frozen_reference_scanvi"", ""metric"": ""pseudotime_smoothness"", ""population"": ""joint"", ""stat"": ""mean""}"
Table S5-00825,si,Table S5,3/3,dataset,"{""block"": ""A"", ""dataset"": ""immune_cell_human"", ""dim"": 30, ""method"": ""frozen_reference_scanvi"", ""metric"": ""pseudotime_smoothness"", ""population"": ""joint"", ""stat"": ""coverage""}"
Table S5-00826,si,Table S5,P,dataset,"{""block"": ""A"", ""dataset"": ""immune_cell_human"", ""dim"": 30, ""method"": ""frozen_reference_scanvi"", ""metric"": ""pseudotime_smoothness"", ""population"": ""all"", ""stat"": ""na_code""}"
Table S5-00827,si,Table S5,0.792,dataset,"{""block"": ""A"", ""dataset"": ""immune_cell_human"", ""dim"": 16, ""method"": ""sclsc_refonly"", ""metric"": ""pseudotime_smoothness"", ""population"": ""reference"", ""stat"": ""mean""}"
Table S5-00828,si,Table S5,3/3,dataset,"{""block"": ""A"", ""dataset"": ""immune_cell_human"", ""dim"": 16, ""method"": ""sclsc_refonly"", ""metric"": ""pseudotime_smoothness"", ""population"": ""reference"", ""stat"": ""coverage""}"
